R_gyr,L_gyr,R_acc,L_acc,SampleRate
-2.3920102596283,-2.07701343297958,-4.76821165084839,-19.5959343910217,
-2.86498603820801,-1.9613863825798,-4.43861198425293,-17.5725574493408,
-3.37342448234558,-2.03402045369148,-4.03576765060425,-19.2419190406799,
-3.96881012916565,-1.41769918054342,-3.91613492965698,-21.6711935997009,
-4.72954502105713,0.0862529501318932,-3.7305823802948,-20.3527936935425,
-5.69985055923462,1.4369258582592,-2.29987473487854,-20.0872819423676,
-6.96816921234131,1.17042292654514,-1.1914425611496,-3.38450264930725,
-8.59923086166382,-0.267036955803633,-2.36823616027832,11.5421001911163,
-10.7724842071533,0.121234772726893,-2.08502445220947,-12.6071956157684,
-13.0207220077515,-0.0296411011368036,-0.913113760948181,-24.6345398426056,
-14.1655630111694,-0.279854717664421,-1.87017422914505,-10.1809746623039,
-14.5270238876343,0.0309762870892882,-3.25693521499634,0.848414480686188,
-13.6782733917236,0.119632557034492,-5.69597449302673,-6.43940532207489,
-11.9743640899658,0.0237662903964520,-15.8085875511169,-7.56248652935028,
-6.83358249664307,-0.110019221901894,-40.5456707000732,-5.70085728168488,
0.497970485687256,-0.104945519939065,-53.0265174865723,-6.36921262741089,
3.54432811737061,-0.126575512811542,-18.7237152099609,-6.04876840114594,
2.39521474838257,-0.257957693189383,14.1996507644653,-4.88906502723694,
1.13843197822571,-0.300950646400452,22.4738288879395,-5.60624980926514,
0.669301450252533,-0.220839556306601,15.9575172424316,-5.82293140888214,
1.23563336133957,-0.132717363536358,-4.79995098114014,-5.91753876209259,
2.12604131698608,-0.0646229423582554,-10.2591020584106,-5.65202760696411,
2.88869891166687,-0.0528733155224472,-2.75154876708984,-4.14441347122192,
3.45994434356689,-0.00106814783066511,0.263679933547974,-5.80462026596069,
3.91177101135254,0.00934629351831973,-1.0742515206337,-6.22577571868897,
4.32450332641602,0.0261696213856339,-2.86385674476624,-5.31632423400879,
4.62913913726807,0.0379192465916276,-2.29255037307739,-5.32242786884308,
4.8250373840332,0.0413907291367650,-0.881374549865723,-4.69679856300354,
4.92928838729858,0.0870540495961905,-0.341807293891907,-5.05386507511139,
5.01409950256348,0.127910699695349,-1.24759663939476,-5.52995359897614,
5.10531940460205,0.156216617673635,-2.11432220935822,-5.50248682498932,
5.15723114013672,0.187192905694246,-2.39753408432007,-5.12405741214752,
5.17923526763916,0.238196961581707,-2.66365542411804,-5.30411672592163,
5.1766716003418,0.312166206538677,-3.66954536437988,-5.57573139667511,
5.15894041061401,0.387470610439777,-4.96108870506287,-5.62456119060516,
5.138645362854,0.461439847946167,-6.02557430267334,-5.4231390953064,
5.13971366882324,0.552766487002373,-7.25119762420654,-5.20645761489868,
5.15552225112915,0.632610544562340,-8.89431381225586,-4.93789482116699,
5.14804515838623,0.690557539463043,-10.4031492233276,-4.84633922576904,
5.14868593215942,0.712988644838333,-11.9730213165283,-4.83107995986939,
5.17175798416138,0.724471241235733,-14.4120599746704,-4.77919840812683,
5.21491117477417,0.710852354764938,-17.9009363174438,-4.75783538818359,
5.20123882293701,0.685216799378395,-20.8575691223145,-4.73036897182465,
5.09207420349121,0.643024966120720,-21.9000816345215,-4.70595407485962,
4.67229232788086,0.592020928859711,-17.9009368896484,-4.72731709480286,
3.7303994178772,0.488143548369408,-18.0620735168457,-4.53810226917267,
3.08886976242065,0.412839122116566,-25.1960803985596,-4.70900571346283,
2.57530446052551,0.428327269852161,-31.0165702819824,-4.96230924129486,
2.29096341133118,0.364238400012255,-35.1011688232422,-4.50147986412048,
2.27942748069763,0.217902150005102,-34.2930381774902,-3.73546540737152,
2.29395432472229,0.0801110882312059,-35.6480583190918,-3.95214676856995,
2.09463796615601,-0.0715659037232399,-32.8427978515625,-4.70290207862854,
1.16342663764954,-0.123371073976159,-29.9130218505859,-5.30716860294342,
-0.0335398316383362,-0.155148472636938,-25.3889579772949,-5.06912422180176,
-1.1894894361496,-0.275582138448954,-21.0211479187012,-4.67238354682922,
-1.53962829113007,-0.378658406436443,-22.4738288879395,-4.87685763835907,
-1.28647723197937,-0.426458023488522,-21.2994766235352,-4.84939110279083,
-0.722495198249817,-0.457167260348797,-23.6848041534424,-4.74867975711823,
1.19183937311173,-0.491348005831242,-31.3144309997559,-4.66322791576386,
1.78829307556152,-0.555970966815949,-5.73992099761963,-5.03250205516815,
-0.385174107551575,-0.674535363912582,37.5719457149506,-4.77004277706146,
-0.380687880516052,-0.833956420421600,38.4411140441895,-4.28785049915314,
0.549882513284683,-1.10019227862358,7.59788808822632,-4.33362829685211,
0.729758584499359,-1.34586623311043,-18.386791062355,-4.51368737220764,
0.737235629558563,-1.56590467691422,-41.8836002349854,-4.87685763835907,
1.02905362844467,-1.76110872626305,-32.7744369506836,-5.64897584915161,
1.14227728843689,-2.05965605378151,-6.53828539848328,-6.90328645706177,
0.724417853355408,-2.34004491567612,7.31223469972611,-7.4098938703537,
0.288399910926819,-2.55714589357376,3.90148620605469,-5.52690196037293,
-0.0450758397579193,-2.89387947320938,-8.63307547569275,-3.58897656202316,
-0.0506302058696747,-3.32647931575775,-13.7406534194946,-3.0335396528244,
0.139713733643293,-3.94173258543015,-8.45973052978516,-2.31635472178459,
0.123050630092621,-4.65605640411377,-3.15683450698853,-1.7303993999958,
0.0207220681011677,-5.26890599727631,-3.83800778388977,-2.91756945848465,
0.0194402897730470,-5.70818197727203,-6.12323341369629,-5.73137593269348,
0.0989104874432087,-5.74850463867188,-5.91814889907837,-8.84731531143189,
0.144840849936008,-5.55249929428101,-4.30433034896851,-8.56654536724091,
0.152531513571739,-5.4058963060379,-3.48399295806885,-6.16168677806854,
0.127109590172768,-5.08945751190186,-4.04309191703796,-6.37531638145447,
0.0848109394311905,-4.88757753372192,-5.04165735244751,-7.69981956481934,
0.0527665033936501,-4.56926929950714,-5.71794767379761,-8.30713796615601,
0.0367442853748798,-3.9417325258255,-5.52262926101685,-8.25220441818237,
0.00683614611625671,-3.16305267810822,-4.66322822570801,-7.95922708511353,
-0.0205084383487701,-2.55420854687691,-3.78429508209229,-5.68864977359772,
-0.0452894672751427,-1.7832727432251,-3.46690244674683,-2.97860634326935,
-0.0578936122357845,-1.15012815594673,-3.67442827224731,-1.29703657329083,
-0.0803247168660164,-0.956526383757591,-3.88195424079895,-0.708029381930828,
-0.0982695966959000,-0.831820100545883,-3.82091717720032,-0.0457777604460716,
-0.117709891498089,-0.554101668298245,-3.65977940559387,0.396740599535406,
-0.136295656859875,-0.230452890275046,-3.76232161521912,-0.0549333197996020,
-0.145054477453232,0.0814462748821825,-4.06994805335999,-0.173955507576466,
-0.155735957622528,0.371448419988155,-4.48988304138184,0.552385002374649,
-0.146977138519287,0.644093155860901,-4.57777643203735,0.939970061182976,
-0.138218328356743,0.920476391911507,-4.39222383499146,0.625629417598248,
-0.134159362316132,1.20380255579948,-4.52162227630615,0.115970328450203,
-0.128391364216805,1.46950432658196,-4.67299385070801,-0.360118396580219,
-0.108310186862946,1.69942316412926,-4.69008445739746,-0.842310830950737,
-0.0523392438888550,1.92400124669075,-4.64857902526856,-1.2634662091732,
0.0262764364480972,2.12641525268555,-4.75600433349609,-1.788384526968,
0.0863063439726830,2.3088014125824,-4.93179111480713,-2.33466577529907,
0.140781888365746,2.47383028268814,-5.25162487030029,-2.93588042259216,
0.198675498366356,2.67811363935471,-5.53727798461914,-3.90026533603668,
0.234351631999016,2.91257208585739,-5.42496995925903,-4.90432417392731,
0.248023927211761,3.10270231962204,-5.09048728942871,-5.19425010681152,
0.217474901676178,3.19616538286209,-4.60707406997681,-4.77919840812683,
0.175176241993904,3.24129450321198,-4.51429786682129,-5.0477614402771,
0.149540689587593,3.29523593187332,-4.69252595901489,-5.97552406787872,
0.123905143141747,3.34704113006592,-4.72670660018921,-6.50654602050781,
0.0920743420720100,3.3459729552269,-4.64613780975342,-6.50654602050781,
0.0401623576879501,3.33903008699417,-4.68520126342773,-6.58894598484039,
-0.0198675483465195,3.34597313404083,-4.09436302185059,-6.90633845329285,
-0.0986968562006950,3.3569216132164,-4.21643714904785,-7.20847165584564,
-0.146122622489929,3.34650701284409,-4.94888134002686,-7.49534547328949,
-0.219611188769341,3.30832076072693,-4.57777624130249,-7.54417514801025,
-0.254860076308250,3.28321939706802,-4.20911254882812,-7.81273829936981,
-0.273232209682465,3.30725264549255,-4.86342935562134,-8.77101922035217,
-0.327921384572983,3.36386454105377,-4.95376415252686,-9.69267797470093,
-0.399700909852982,3.375881254673,-4.76577024459839,-10.1840264797211,
-0.451185631752014,3.26372569799423,-5.04654064178467,-10.4098632335663,
-0.485152739286423,3.00923955440521,-5.05874786376953,-10.5594038963318,
-0.510147374868393,2.62390518188477,-4.8756368637085,-12.2257142066956,
-0.551591527462006,2.35766923427582,-4.82436571121216,-15.3141872882843,
-0.655629146099091,2.09116643667221,-4.74379692077637,-16.9866018295288,
-0.752830600738525,1.72265541553497,-4.61683979034424,-17.4230165481567,
-0.809656035900116,1.2889873534441,-4.48255853652954,-17.3863935470581,
-0.937192904949188,0.797372333705425,-4.96353006362915,-17.3253569602966,
-1.09997862577438,0.227248445153236,-5.1197850227356,-16.7332983016968,
-1.30933556556702,-0.422185413539410,-4.65834503173828,-16.3243503570557,
-1.51911978721619,-1.02515485882759,-4.41419696807861,-16.8431639671326,
-1.73659474849701,-1.53092285990715,-4.55824432373047,-18.1340975761414,
-1.98825035095215,-1.93575087189674,-4.70961627960205,-20.8716077804565,
-2.29993596076965,-2.15952789783478,-4.66811094284058,-26.9081683158875,
-2.68190550804138,-1.1784340813756,-4.40687265396118,-31.3180928230286,
-3.12689595222473,0.694830156862736,-4.3165376663208,-29.1024498939514,
-3.70113220214844,2.24044007062912,-4.34827718734741,-27.3842573165894,
-4.41315960884094,4.3094425201416,-3.75255575180054,-27.6680798530579,
-5.35227508544922,3.79032263159752,-3.5132905960083,-14.0781881213188,
-6.66609678268433,0.886028591543436,-1.64555797576904,2.87179166078568,
-8.65156974792481,-0.160489212721586,-1.20364997386932,2.11188089847565,
-10.7667163848877,-0.0109485145658255,-3.04452641010284,-11.2979513406754,
-12.2834865570068,0.0616855369880796,-4.91958351135254,-5.40787951648235,
-13.1621448516846,-0.0112155526876450,-3.35947732925415,-2.32551039755344,
-13.4672077178955,0.0993377501145005,-2.49031028747559,-7.31223475933075,
-13.6090576171875,0.157818845473230,-3.0274359703064,-5.9511091709137,
-13.4084594726563,-0.00534073915332556,-8.7820056438446,-5.62761294841766,
-8.95620594024658,0.0307092498987913,-36.9689004898071,-6.3600572347641,
-1.07840209007263,0.0654240539297462,-66.1763343811035,-4.90432417392731,
3.23285611867905,0.0587481306865811,-37.8575988769531,-3.56150990724564,
2.31382174491882,0.115359963849187,6.23554191589356,-3.97045785188675,
0.761803007125854,0.169835500419140,22.9694496154785,-4.7517317533493,
0.590044850111008,0.145802181214094,19.995726776123,-4.95010197162628,
0.504165780544281,0.162892542779446,2.88338871002197,-4.79445779323578,
1.12048706412315,0.167165134102106,-11.9363988399506,-4.62355399131775,
2.14398632049561,0.150074765086174,-9.02371253967285,-4.90737628936768,
2.83294172286987,0.123905144631863,-2.78328800201416,-5.43839824199677,
3.18201246261597,0.0737021975219250,0.778832364082337,-4.79750943183899,
3.35248885154724,-0.0141529589891434,1.66020684242249,-4.22986507415772,
3.51570172309876,-0.0614185016602278,0.0341807365417479,-4.8310798406601,
3.70668649673462,-0.0838496070355177,-1.01565598845482,-4.71510946750641,
3.83742785453796,-0.106814783066511,-0.771507883071899,-4.61439847946167,
3.89532155990601,-0.0878551565110683,-0.222174733877182,-5.32242786884308,
3.97073268890381,-0.0277718422003090,-0.393078376352787,-5.33158349990845,
4.0677206993103,0.0181585126556456,-0.981475222110748,-4.85244262218475,
4.15958118438721,0.0432599857449532,-1.46244688034058,-4.72426497936249,
4.24332418441773,0.0488677630200982,-1.91167936325073,-4.92873907089233,
4.3178807258606,0.0368510992266238,-2.67586288452148,-4.86159837245941,
4.40760507583618,0.0243003624491394,-3.58653507232666,-4.84939110279083,
4.49391164779663,0.0261696218512952,-4.32874536514282,-4.96841323375702,
4.56633195877075,0.00881221960298717,-4.96597156524658,-4.77004301548004,
4.60158090591431,-0.0160222176928073,-5.46159219741821,-4.42518377304077,
4.61033964157105,-0.0397885069251061,-6.21845121383667,-4.19629502296448,
4.65221090316773,-0.0534073896706104,-7.84936065673828,-4.37635409832001,
4.72313594818115,-0.0544755375012755,-9.90508708953857,-4.85854649543762,
4.8117922782898,-0.0510040572844446,-11.8900104522705,-4.92873895168304,
4.91305284500122,-0.0392544311471283,-13.7553016662598,-4.87685751914978,
5.34479789733887,-0.0616855341941118,-19.2999044418335,-4.67848753929138,
5.59025840759277,-0.0526062799617648,-24.3342380523682,-4.66017639636993,
4.90215759277344,-0.0526062799617648,-16.3432716369629,-5.15152430534363,
4.20593891143799,-0.0638218307867646,-11.8265325546265,-4.86159837245941,
3.89339876174927,-0.0459303567185998,-19.9761947631836,-4.96230936050415,
3.58769493103027,-0.0435270238667727,-23.0744331359863,-5.32242786884308,
2.85280928611755,-0.0539414640516043,-22.0734268188477,-4.57777607440949,
2.03759880065918,-0.0841166395694017,-26.4436767578125,-4.73952424526215,
1.56889553070068,-0.106814783066511,-31.5390476226807,-5.26444268226624,
1.34266180992126,-0.132984403520823,-32.5205230712891,-4.98672425746918,
1.12070069313049,-0.206419564783573,-31.475569152832,-4.79445767402649,
0.684896397590637,-0.331392861902714,-31.9370098114014,-4.86159825325012,
0.368724620342255,-0.408566527068615,-32.840357208252,-5.14236855506897,
-0.240546888113022,-0.417378753423691,-24.6711624145508,-5.5757315158844,
-1.49946587085724,-0.440878018736839,-18.2183292388916,-5.37430918216705,
-2.60243527889252,-0.545289456844330,-17.0488594055176,-5.14236879348755,
-2.58342223167419,-0.688688293099403,-24.4221313476563,-4.79445779323578,
0.120914363861084,-0.761322349309921,-37.882014465332,-4.5319983959198,
3.28669091463089,-0.824877157807350,-24.9934371948242,-4.23291701078415,
2.86584057807922,-0.943975627422333,-0.947294235229491,-4.01623564958572,
1.01132235527039,-1.12662887573242,31.2460698127747,-4.29700589179993,
0.678060221672058,-1.3909954726696,35.19638671875,-4.69679832458496,
1.06686605215073,-1.74909204244614,12.3368022918701,-4.96536147594452,
0.176458024978638,-2.07220679521561,-27.9378643989563,-5.96331667900085,
0.544969040155411,-2.25005340576172,-58.4099830627441,-6.27460539340973,
1.39927365779877,-2.43243968486786,-29.373454284668,-5.49027967453003,
1.20700700283051,-2.85943168401718,3.92590103149414,-4.8280280828476,
0.251228359341621,-3.44317448139191,14.3632307052612,-5.19119834899902,
-0.475753044337034,-3.9056823849678,2.75399017333984,-5.51469445228577,
-0.435163414478302,-4.33668005466461,-10.747397851944,-3.72325789928436,
0.0145268142223358,-4.99065363407135,-11.6995754241943,-1.15054778754711,
0.163426621258259,-5.79309976100922,-6.54560985565186,0.585955368354917,
0.0290536217391491,-6.26789128780365,-3.86486387252808,-1.12308108247817,
-0.0185857722535729,-6.47244155406952,-4.24329328536987,-5.83208680152893,
0.0307626582682133,-6.53065586090088,-5.32975225448608,-8.7252414226532,
0.0925016038119793,-6.40221118927002,-5.48600721359253,-8.4871973991394,
0.122623367607594,-6.01207005977631,-4.71694049835205,-9.60417461395264,
0.143345439434052,-5.38106155395508,-3.72814092636108,-11.0110778808594,
0.128604996204376,-4.73857057094574,-3.59630103111267,-9.51261925697327,
0.0939970061182976,-4.11210203170776,-4.71694059371948,-7.78221952915192,
0.106173893809319,-3.67870116233826,-5.35416707992554,-5.32547986507416,
0.107669298350811,-3.15477454662323,-4.78041915893555,-3.09762859344482,
0.0751976087689400,-2.70214688777924,-3.71593351364136,-0.857570074498653,
0.0185857728123665,-1.8358790576458,-2.74910726547241,0.491347990930080,
-0.0388805802911520,-0.954123064875603,-2.67097988128662,1.11087374389172,
-0.0835291586816311,-0.420049108564854,-3.18613228797913,0.390636920928955,
-0.0986968576908112,-0.0763725712895393,-3.41563143730164,-0.0244148224592209,
-0.100405894219875,0.320711374282837,-3.73546543121338,1.01931816339493,
-0.108951078355312,0.760788261890411,-4.2872401714325,1.13834036886692,
-0.105960266292095,1.15012815594673,-4.70961627960205,0.537125732749701,
-0.0986968591809273,1.51970732212067,-4.78530216217041,0.0366222150623798,
-0.0920743435621262,1.90050196647644,-4.86342945098877,-0.357066541910172,
-0.0831018984317780,2.23483216762543,-5.0001522064209,-0.735496044158936,
-0.0598162770271301,2.51308470964432,-5.02944993972778,-1.04373298585415,
-0.0211493268609047,2.73739576339722,-5.08804559707642,-1.53813284635544,
0.0358897678554058,2.96010458469391,-5.04409885406494,-2.53913992643356,
0.104464854300022,3.16438800096512,-4.91225900650024,-3.35703599452972,
0.147618027031422,3.29069644212723,-5.0001522064209,-3.80870985984802,
0.187353125214577,3.39190346002579,-5.01968431472778,-4.23291718959808,
0.196325564384460,3.48990601301193,-4.83169031143189,-4.9012725353241,
0.176030761003494,3.5740225315094,-4.69740886688232,-5.50859081745148,
0.157231360673904,3.63330471515656,-4.79262647628784,-5.99383509159088,
0.150395211577415,3.67389440536499,-5.00747680664063,-6.56147921085358,
0.130741292238235,3.7096773982048,-5.14175825119019,-7.05282723903656,
0.0961333036422730,3.75934618711472,-4.7340311050415,-7.39768624305725,
0.0416577652096748,3.77777183055878,-4.32386245727539,-7.52586400508881,
0.00341807305812836,3.78524887561798,-4.73647270202637,-7.72423458099365,
-0.0356761382892728,3.77056187391281,-4.98550367355347,-7.91344904899597,
-0.111300998181105,3.76575511693954,-4.41175546646118,-8.27051544189453,
-0.146977144479752,3.74492621421814,-4.50453186035156,-8.58485627174377,
-0.205511638522148,3.671491086483,-4.88784446716309,-8.65504884719849,
-0.247169399261475,3.57215332984924,-4.86098804473877,-8.64284157752991,
-0.280709242820740,3.48883777856827,-4.44349489212036,-9.30509305000305,
-0.324930560588837,3.4282203912735,-4.83413181304932,-10.4678480625153,
-0.372783577442169,3.35665452480316,-5.24918336868286,-12.0487067699432,
-0.431104463338852,3.29924160242081,-4.74623832702637,-13.6051509380341,
-0.479171121120453,3.19135862588882,-4.95376415252686,-14.6092097759247,
-0.518051695823669,2.98173469305038,-4.8756368637085,-15.2043206691742,
-0.560563957691193,2.66609692573547,-4.58998346328735,-15.4545724391937,
-0.628284537792206,2.22415083646774,-4.5582444190979,-15.8360538482666,
-0.701986753940582,1.67992946505547,-5.06363105773926,-16.3335056304932,
-0.775688970088959,1.10847036540508,-4.75844573974609,-16.9408240318298,
-0.863063442707062,0.549562070518732,-4.67055253982544,-17.9754009246826,
-1.00427259206772,0.109218113124371,-5.12466802597046,-19.1412081718445,
-1.18799402713776,-0.257423620671034,-4.92446660995483,-19.8980674743652,
-1.41251864433289,-0.613116860389710,-4.46546802520752,-19.9255342483521,
-1.64537489414215,-0.994445651769638,-4.22376165390015,-19.1656231880188,
-1.891903424263,-1.43799403309822,-4.6168399810791,-18.454541683197,
-2.20764791965485,-1.89889979362488,-4.78286075592041,-20.7953114509583,
-2.60136713981628,-1.91759245097637,-4.50453176498413,-27.9976787567139,
-3.06173892021179,-0.126575514674187,-4.13830976486206,-32.06884765625,
-3.67506942749023,1.90050205588341,-3.72325801849365,-29.4900341033936,
-4.47895731925964,2.70775479078293,-3.5499128818512,-27.9549541473389,
-5.41145029067993,1.98088017106056,-2.79549536705017,-15.2165280580521,
-6.7201452255249,-0.572527214884758,-1.07913446426392,-2.12713998556137,
-8.5676139831543,-0.514046147698537,-0.148930322378874,-3.01522868871689,
-10.2986539840698,-0.0216299935709685,-1.76030757706612,-6.62556827068329,
-11.4067504882813,-0.0299081392586231,-6.62129559516907,-6.0304571390152,
-11.9119848251343,0.0680944249033928,-8.41090068817139,-7.63878273963928,
-11.9993591308594,0.116428115405142,-4.46058502197266,-7.18100506067276,
-12.0717796325684,-0.0445951726287603,1.38431959152222,-4.01318389177322,
-12.1226232528687,-0.0117496261373162,0.166020703315735,-6.55537569522858,
-9.20508422851563,0.0950651559978724,-21.5338588774204,-6.34174609184265,
-2.71245460510254,0.0782418255694211,-59.3084457397461,-4.48011696338654,
2.60393071174622,0.0208288817666471,-47.4233200073242,-3.46995443105698,
2.46891694068909,0.0368510996922851,0.324716949462893,-3.82396906614304,
0.868404197692871,0.0630207220092416,19.9468963623047,-4.88906514644623,
0.783379590511322,0.0656910892575979,17.6494636535645,-5.02639818191528,
0.839777803421021,0.0443281342741102,1.73100986480713,-4.1505172252655,
1.35035244226456,0.0267036959994584,-10.6863606929779,-4.61134672164917,
2.10980553627014,0.0678273886442184,-8.57936305999756,-6.17999792098999,
2.6829737663269,0.0638218349777162,-2.26325259208679,-5.71611678600311,
3.03375344276428,0.0130848111584783,-0.161137723922729,-4.65102076530457,
3.2253791809082,-0.0437940605916083,0.173345121741295,-4.77309465408325,
3.47233490943909,-0.100672932341695,-0.798364138603211,-4.7242648601532,
3.69087805747986,-0.159955132752657,-1.30375070571899,-4.3488872051239,
3.82183294296265,-0.155949581414461,-0.712912368774414,-5.08133149147034,
3.93911552429199,-0.0998718235641718,-0.393078386783600,-5.2034056186676,
4.08929724693298,-0.0702307214960456,-1.24271370172501,-4.78225016593933,
4.20465698242187,-0.0419248009566218,-1.96295049190521,-5.25833880901337,
4.24439220428467,-0.00747703481465578,-2.11676383018494,-5.46586489677429,
4.25165557861328,-0.0168233278673142,-2.12408828735352,-5.0111391544342,
4.25058746337891,-0.0496688717976213,-2.7100435256958,-5.07217597961426,
4.27152328491211,-0.0638218298554421,-3.72569947242737,-5.31022024154663,
4.33326206207275,-0.0619525732472539,-4.75356292724609,-5.29190921783447,
4.40375995635986,-0.0571459084749222,-5.60075654983521,-5.16678357124329,
4.4862208366394,-0.0544755402952433,-6.31855201721191,-4.94399845600128,
4.57167282104492,-0.0638218326494098,-7.09250116348267,-4.98062062263489,
4.62123470306397,-0.0761055294424295,-7.8371527671814,-5.18204259872437,
4.63618888854981,-0.0929288584738970,-8.83327693939209,-5.0874354839325,
4.67549676895142,-0.113223668187857,-10.4226808547974,-4.91653180122376,
4.75154876708984,-0.120700703933835,-12.6029228210449,-4.75783538818359,
4.85793619155884,-0.142597731202841,-15.4643388748169,-4.80666518211365,
4.88976707458496,-0.167699210345745,-17.7446811676025,-5.02639818191528,
4.73573999404907,-0.165028836578131,-17.900936126709,-5.11490201950073,
4.40781860351563,-0.178380686789751,-18.059631729126,-4.96536147594452,
3.79470186233521,-0.179715868085623,-14.4340335845947,-5.07217609882355,
2.59645366668701,-0.172238837927580,-9.20682373046875,-5.41703510284424,
1.21127963066101,-0.205885488539934,-15.5619972229004,-5.47807240486145,
0.563982045650482,-0.228583626449108,-29.3441551208496,-5.78020560741425,
0.693441551923752,-0.196005120873451,-35.3526382446289,-5.8412424325943,
0.879512917995453,-0.195471052080393,-31.9199172973633,-5.19424998760223,
0.995086514949799,-0.284661382436752,-30.1205463409424,-5.28885757923126,
0.943174505233765,-0.381862841546536,-29.7470008850098,-5.51774644851685,
0.555009591579437,-0.433133952319622,-28.0990016937256,-5.17593908309937,
-0.188634914159775,-0.480933561921120,-23.1574443817139,-5.23392403125763,
-1.20166630744934,-0.512977987527847,-19.8248229980469,-5.38956868648529,
-2.184148645401,-0.608844265341759,-17.4590286254883,-5.02945017814636,
-1.82375555038452,-0.755714580416679,-29.7396759033203,-5.09048712253571,
1.34800264835358,-0.861194163560867,-41.1365074157715,-4.99893164634705,
2.72847681045532,-0.991508200764656,-16.2065483093262,-4.96536135673523,
1.82525095939636,-1.17656481266022,18.1084613800049,-5.35599839687347,
1.53236482143402,-1.4943388402462,23.8874462127686,-5.33158349990845,
1.44584488868713,-1.94296088814735,10.9134185791016,-5.49027967453003,
-0.161717581748963,-2.24898529052734,-27.6326767921448,-5.86260533332825,
0.218115782737732,-2.46875673532486,-49.7476097106934,-5.05081295967102,
0.809656035900116,-2.85596024990082,-19.783317565918,-4.9378947019577,
0.603930771350861,-3.43302702903748,6.57490730285645,-5.40482783317566,
-0.111514639854431,-3.97965186834335,9.12137184143066,-5.07217597961426,
-0.377269804477692,-4.48835730552673,-4.04553337097168,-3.62254685163498,
-0.145695358514786,-5.04352700710297,-11.5799427986145,-2.04779182374477,
0.119632560014725,-5.91219818592072,-9.52665729522705,-0.369273960590363,
0.124546039104462,-6.81691932678223,-5.26383228302002,-0.875881209969521,
0.0722067922353745,-7.13549435138702,-4.63881311416626,-5.99993884563446,
0.0781884215772152,-7.17394757270813,-5.05142326354981,-9.537034034729,
0.141209138929844,-6.84762847423554,-4.97329597473145,-10.2572705745697,
0.185857722163200,-6.34559893608093,-5.32242765426636,-10.6479077339172,
0.180516982078552,-5.67293298244476,-5.34195957183838,-10.9530928134918,
0.162785729765892,-4.98611414432526,-4.53138809204102,-9.38138961791992,
0.120700705051422,-4.36899167299271,-3.39609956741333,-7.85546398162842,
0.0717795327305794,-3.73344367742538,-3.17148342132568,-6.2105165719986,
0.00726340487599373,-3.05410158634186,-4.23841047286987,-4.40992450714111,
-0.0252082888036966,-2.11760306358337,-5.27603988647461,-2.34992510080338,
-0.0487075395882130,-1.32477033138275,-4.36536731719971,-1.00405894219875,
-0.114932707697153,-1.07081823050976,-2.59529390335083,-0.796533063054085,
-0.177312538027763,-0.828081607818604,-1.8506422996521,-0.665303472429514,
-0.214697715640068,-0.475592833012342,-2.25592806339264,0.161748092621565,
-0.234778895974159,-0.0851847939193249,-3.05429229736328,0.277718414552510,
-0.215124976634979,0.285195462405682,-3.82824172973633,-0.0549333142116666,
-0.190557566285133,0.672666087746620,-4.44837784767151,0.164799939841032,
-0.160222172737122,1.00859858095646,-4.92690811157227,0.717184931039810,
-0.125614181160927,1.32557141780853,-5.31998643875122,0.344859138131142,
-0.0732749387621880,1.6689809858799,-5.56169290542603,-0.439466521143913,
-0.0226447336375713,2.01853233575821,-5.84734630584717,-0.927762672305107,
0.0256355486810207,2.36541330814362,-5.75212841033936,-1.27262181043625,
0.0566118337213993,2.68532359600067,-5.14664125442505,-1.66631051898003,
0.0593890182673931,2.9622408747673,-4.71205749511719,-2.18512517213821,
0.0647297568619251,3.16518896818161,-4.52162208557129,-2.79854720830917,
0.0722067937254906,3.3668018579483,-4.71694059371948,-3.63780605792999,
0.0813928633928299,3.62262326478958,-4.90005159378052,-4.41297614574432,
0.0901516750454903,3.85280913114548,-4.72670660018921,-5.06302034854889,
0.100405895709991,4.06456959247589,-4.51918058395386,-5.79241263866425,
0.123905152082443,4.19034397602081,-4.90005168914795,-6.34174585342407,
0.105319377779961,4.26137578487396,-5.10269470214844,-6.37531638145447,
0.0446485787630081,4.28861343860626,-4.56068572998047,-6.07013118267059,
0.0472121339291334,4.24909210205078,-4.89761028289795,-7.39768636226654,
-0.00854518264532089,4.23200178146362,-4.67543535232544,-7.62047159671783,
-0.0482802812010050,4.18073058128357,-4.44349489212036,-7.76696038246155,
-0.0860927149653435,4.12839150428772,-4.90493450164795,-8.24304890632629,
-0.144413580000401,4.04560995101929,-4.51185617446899,-8.41090106964111,
-0.171544542908669,3.98899787664413,-4.97817916870117,-8.42005610466003,
-0.200811788439751,3.9072847366333,-5.00991821289063,-8.70387864112854,
-0.245673990249634,3.82984393835068,-4.60951557159424,-8.92971563339233,
-0.307412940263748,3.80874806642532,-4.77065324783325,-9.56450009346008,
-0.364879298210144,3.85414439439774,-5.29313020706177,-10.6662185192108,
-0.417004901170731,3.89339882135391,-5.03677463531494,-11.5909295082092,
-0.450331121683121,3.82930988073349,-4.66078643798828,-12.607195854187,
-0.526169604063034,3.71688735485077,-4.62904710769653,-14.3894762992859,
-0.599230933189392,3.53370004892349,-5.00991821289063,-16.3426609039307,
-0.648152089118958,3.16064941883087,-4.90737628936768,-17.310097694397,
-0.703909397125244,2.5261695086956,-4.95620565414429,-17.239905834198,
